input_id,link,title,category,address,open_hours,popular_times,website,phone,plus_code,review_count,review_rating,reviews_per_rating,latitude,longitude,cid,status,descriptions,reviews_link,thumbnail,timezone,price_range,data_id,images,reservations,order_online,menu,owner,complete_address,about,user_reviews,user_reviews_extended,emails
356b8e1a-fc8f-4ca4-bc1a-5d35dedb9329,https://www.google.com/maps/place/Food+hut+restaurant/data=!4m7!3m6!1s0x3eb3396c628a729f:0x177281d9bf6e27d8!8m2!3d24.9134397!4d67.1109889!16s%2Fg%2F11qvclyb8x!19sChIJn3KKYmw5sz4R2Cduv9mBchc?authuser=0&hl=en&rclk=1,Food hut restaurant,Family restaurant,"Moon Garden St, Block 11 Gulshan-e-Iqbal, Karachi","{""Friday"":[""8 am-1 am""],""Monday"":[""8 am-1 am""],""Saturday"":[""8 am-1 am""],""Sunday"":[""8 am-1 am""],""Thursday"":[""8 am-1 am""],""Tuesday"":[""8 am-1 am""],""Wednesday"":[""8 am-1 am""]}","{""Friday"":{""0"":28,""10"":35,""11"":21,""12"":14,""13"":14,""14"":28,""15"":21,""16"":28,""17"":35,""18"":35,""19"":42,""20"":42,""21"":50,""22"":42,""23"":28,""6"":0,""7"":0,""8"":42,""9"":35},""Monday"":{""0"":42,""10"":50,""11"":57,""12"":64,""13"":78,""14"":42,""15"":21,""16"":7,""17"":28,""18"":28,""19"":35,""20"":35,""21"":50,""22"":50,""23"":57,""6"":0,""7"":0,""8"":42,""9"":42},""Saturday"":{""0"":50,""10"":100,""11"":85,""12"":78,""13"":50,""14"":14,""15"":7,""16"":28,""17"":42,""18"":64,""19"":57,""20"":50,""21"":28,""22"":35,""23"":50,""6"":0,""7"":0,""8"":64,""9"":92},""Sunday"":{""0"":14,""10"":71,""11"":85,""12"":92,""13"":92,""14"":71,""15"":35,""16"":35,""17"":42,""18"":64,""19"":50,""20"":42,""21"":14,""22"":14,""23"":14,""6"":0,""7"":0,""8"":64,""9"":64},""Thursday"":{""0"":42,""10"":42,""11"":42,""12"":42,""13"":28,""14"":28,""15"":42,""16"":42,""17"":50,""18"":28,""19"":35,""20"":35,""21"":50,""22"":42,""23"":35,""6"":0,""7"":0,""8"":28,""9"":35},""Tuesday"":{""0"":35,""10"":71,""11"":50,""12"":64,""13"":35,""14"":35,""15"":57,""16"":42,""17"":42,""18"":28,""19"":14,""20"":21,""21"":21,""22"":35,""23"":21,""6"":0,""7"":0,""8"":42,""9"":42},""Wednesday"":{""0"":14,""10"":42,""11"":35,""12"":35,""13"":28,""14"":21,""15"":14,""16"":21,""17"":42,""18"":57,""19"":57,""20"":21,""21"":7,""22"":14,""23"":21,""6"":0,""7"":0,""8"":85,""9"":71}}",,0335 2978387,"W476+99 Gulshan-e-Iqbal, Karachi",14,4.600000,"{""1"":0,""2"":0,""3"":3,""4"":0,""5"":11}",24.913440,67.110989,1689555582436911064,,,,https://lh3.googleusercontent.com/p/AF1QipPCroMg79GneFqhC69rHQwbWll26zl9aBIygMV2=w408-h544-k-no,Asia/Karachi,,0x3eb3396c628a729f:0x177281d9bf6e27d8,"[{""title"":""All"",""image"":""https://lh3.googleusercontent.com/p/AF1QipPCroMg79GneFqhC69rHQwbWll26zl9aBIygMV2=w224-h298-k-no""},{""title"":""Food \u0026 drink"",""image"":""https://lh3.googleusercontent.com/p/AF1QipPCroMg79GneFqhC69rHQwbWll26zl9aBIygMV2=w224-h298-k-no""},{""title"":""By owner"",""image"":""https://lh3.googleusercontent.com/p/AF1QipPCroMg79GneFqhC69rHQwbWll26zl9aBIygMV2=w224-h298-k-no""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":""110061763200579107315"",""name"":""Food hut restaurant (Owner)"",""link"":""https://www.google.com/maps/contrib/110061763200579107315""}","{""borough"":""Block 11 Gulshan-e-Iqbal"",""street"":""Moon Garden St"",""city"":""Karachi"",""postal_code"":"""",""state"":"""",""country"":""PK""}","[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Takeaway"",""enabled"":true},{""name"":""Dine-in"",""enabled"":true}]},{""id"":""highlights"",""name"":""Highlights"",""options"":[{""name"":""Great tea selection"",""enabled"":true}]},{""id"":""popular_for"",""name"":""Popular for"",""options"":[{""name"":""Solo dining"",""enabled"":true}]},{""id"":""offerings"",""name"":""Offerings"",""options"":[{""name"":""Halal food"",""enabled"":true},{""name"":""Late-night food"",""enabled"":true},{""name"":""Quick bite"",""enabled"":true},{""name"":""Small plates"",""enabled"":true}]},{""id"":""dining_options"",""name"":""Dining options"",""options"":[{""name"":""Breakfast"",""enabled"":true},{""name"":""Lunch"",""enabled"":true},{""name"":""Dinner"",""enabled"":true},{""name"":""Table service"",""enabled"":true}]},{""id"":""atmosphere"",""name"":""Atmosphere"",""options"":[{""name"":""Casual"",""enabled"":true}]},{""id"":""crowd"",""name"":""Crowd"",""options"":[{""name"":""Groups"",""enabled"":true}]},{""id"":""children"",""name"":""Children"",""options"":[{""name"":""Good for kids"",""enabled"":true}]},{""id"":""parking"",""name"":""Parking"",""options"":[{""name"":""Free of charge street parking"",""enabled"":true}]}]",[],null,
356b8e1a-fc8f-4ca4-bc1a-5d35dedb9329,https://www.google.com/maps/place/Almirah%27s+Kitchen+Home+Made+Food+Restaurant+Services+%26+Event+Food+Planner/data=!4m7!3m6!1s0x3eb339025c6d03dd:0x3eac70c61964d55!8m2!3d24.9189496!4d67.1201455!16s%2Fg%2F11j0zt4qw6!19sChIJ3QNtXAI5sz4RVU2WYQzH6gM?authuser=0&hl=en&rclk=1,Almirah's Kitchen Home Made Food Restaurant Services & Event Food Planner,Restaurant,"BLOCK 15 GULISTAN E JUHAR NEAR SHERATON BANQUET HALL 5th, 2d STREET MAIN ROAD, CORNER, Karachi, 75290","{""Friday"":[""Open 24 hours""],""Monday"":[""Open 24 hours""],""Saturday"":[""Open 24 hours""],""Sunday"":[""Open 24 hours""],""Thursday"":[""Open 24 hours""],""Tuesday"":[""Open 24 hours""],""Wednesday"":[""Open 24 hours""]}","{""Friday"":{""0"":53,""1"":61,""10"":23,""11"":38,""12"":46,""13"":61,""14"":61,""15"":69,""16"":38,""17"":30,""18"":30,""19"":23,""2"":84,""20"":38,""21"":15,""22"":15,""23"":15,""3"":100,""4"":69,""5"":38,""6"":38,""7"":46,""8"":30,""9"":15},""Monday"":{""0"":53,""1"":38,""10"":15,""11"":23,""12"":30,""13"":53,""14"":69,""15"":69,""16"":61,""17"":53,""18"":61,""19"":46,""2"":46,""20"":38,""21"":46,""22"":69,""23"":53,""3"":53,""4"":30,""5"":46,""6"":38,""7"":38,""8"":23,""9"":23},""Saturday"":{""0"":46,""1"":38,""10"":30,""11"":30,""12"":30,""13"":23,""14"":30,""15"":38,""16"":53,""17"":76,""18"":92,""19"":76,""2"":23,""20"":53,""21"":46,""22"":69,""23"":69,""3"":15,""4"":23,""5"":53,""6"":69,""7"":46,""8"":23,""9"":23},""Sunday"":{""0"":15,""1"":30,""10"":46,""11"":61,""12"":53,""13"":38,""14"":38,""15"":38,""16"":53,""17"":53,""18"":53,""19"":53,""2"":46,""20"":53,""21"":53,""22"":30,""23"":23,""3"":30,""4"":23,""5"":46,""6"":46,""7"":69,""8"":30,""9"":30},""Thursday"":{""0"":38,""1"":23,""10"":53,""11"":69,""12"":76,""13"":61,""14"":30,""15"":30,""16"":30,""17"":23,""18"":7,""19"":15,""2"":23,""20"":30,""21"":30,""22"":53,""23"":46,""3"":38,""4"":53,""5"":84,""6"":100,""7"":61,""8"":61,""9"":61},""Tuesday"":{""0"":53,""1"":53,""10"":7,""11"":30,""12"":38,""13"":38,""14"":46,""15"":61,""16"":69,""17"":61,""18"":69,""19"":92,""2"":30,""20"":76,""21"":76,""22"":53,""23"":76,""3"":30,""4"":30,""5"":38,""6"":30,""7"":30,""8"":30,""9"":7},""Wednesday"":{""0"":30,""1"":38,""10"":15,""11"":23,""12"":23,""13"":15,""14"":23,""15"":30,""16"":23,""17"":15,""18"":30,""19"":61,""2"":46,""20"":61,""21"":23,""22"":15,""23"":23,""3"":53,""4"":46,""5"":69,""6"":46,""7"":38,""8"":30,""9"":23}}",,0332 2162866,"W49C+H3 Gulistan-e-Johar, Karachi",86,4.700000,"{""1"":4,""2"":1,""3"":2,""4"":6,""5"":73}",24.918950,67.120145,282256782654852437,,,,https://lh3.googleusercontent.com/p/AF1QipOLAcaRS77xahlT7GN9ll_TaVthV7snQEj2mJ_w=w426-h240-k-no,Asia/Karachi,,0x3eb339025c6d03dd:0x3eac70c61964d55,"[{""title"":""All"",""image"":""https://lh3.googleusercontent.com/p/AF1QipOLAcaRS77xahlT7GN9ll_TaVthV7snQEj2mJ_w=w529-h298-k-no""},{""title"":""Latest"",""image"":""https://lh3.googleusercontent.com/p/AF1QipMc29mJ0zkGBjXocAMSnASYxM3Xq9szHtBU1uea=w529-h298-k-no""},{""title"":""Videos"",""image"":""https://lh3.googleusercontent.com/p/AF1QipNygygGLpYbxE2SZzaYMiqZwMp1xDz-htygF_1e=w529-h298-k-no""},{""title"":""Menu"",""image"":""https://lh3.googleusercontent.com/p/AF1QipPjicYo0KOpQVxnginZzgKz4qz31y3IsxDwBGS_=w224-h448-k-no""},{""title"":""Food \u0026 drink"",""image"":""https://lh3.googleusercontent.com/p/AF1QipO8hjHtYRnOkqt2KcjzUSP8lzQXEjp2xdPKNNjj=w397-h298-k-no""},{""title"":""Vibe"",""image"":""https://lh3.googleusercontent.com/p/AF1QipOLAcaRS77xahlT7GN9ll_TaVthV7snQEj2mJ_w=w529-h298-k-no""},{""title"":""Kebab"",""image"":""https://lh3.googleusercontent.com/p/AF1QipPxbMawtIQ-P9JkzOnX-EZGsXRoawxvmvc9c9z9=w596-h298-k-no""},{""title"":""Chicken"",""image"":""https://lh3.googleusercontent.com/p/AF1QipMYg1r-aqH2F9310mSR3YAlCN3NAf3kAsZa7MSx=w529-h298-k-no""},{""title"":""Biryani"",""image"":""https://lh3.googleusercontent.com/p/AF1QipODkgcRUrFZxb5el8p5zJ1zkJdhYKiLEsnJiixT=w397-h298-k-no""},{""title"":""By owner"",""image"":""https://lh3.googleusercontent.com/p/AF1QipPMbsMIxD2lh8bcUEszfR6mHT1C0lUNWQESko-s=w529-h298-k-no""}]",null,null,"{""link"":""/url?q=https://almirahs-kitchen-home-made-food-restaurant.business.site/%3Fm%3Dtrue%23menu\u0026opi=79508299\u0026sa=U\u0026ved=0ahUKEwjtqNz1ou-QAxXkWkEAHdR1H0YQqRkIFCgQ\u0026usg=AOvVaw0EODbh8xuAcXy5JIoqVUAs"",""source"":""almirahs-kitchen-home-made-food-restaurant.business.site""}","{""id"":""108112905800656687011"",""name"":""Almirah's Kitchen Home Made Food Restaurant Services \u0026 Event Food Planner (Owner)"",""link"":""https://www.google.com/maps/contrib/108112905800656687011""}","{""borough"":""Block 15 CORNER"",""street"":""BLOCK 15 GULISTAN E JUHAR NEAR SHERATON BANQUET HALL 5th, 2d STREET MAIN ROAD"",""city"":""Karachi"",""postal_code"":""75290"",""state"":"""",""country"":""PK""}","[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Outdoor seating"",""enabled"":true},{""name"":""No-contact delivery"",""enabled"":true},{""name"":""Delivery"",""enabled"":true},{""name"":""Drive-through"",""enabled"":true},{""name"":""Takeaway"",""enabled"":true},{""name"":""Dine-in"",""enabled"":true}]},{""id"":""highlights"",""name"":""Highlights"",""options"":[{""name"":""Great coffee"",""enabled"":true},{""name"":""Great dessert"",""enabled"":true},{""name"":""Great tea selection"",""enabled"":true}]},{""id"":""popular_for"",""name"":""Popular for"",""options"":[{""name"":""Breakfast"",""enabled"":true},{""name"":""Lunch"",""enabled"":true},{""name"":""Dinner"",""enabled"":true},{""name"":""Solo dining"",""enabled"":true}]},{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible seating"",""enabled"":true}]},{""id"":""offerings"",""name"":""Offerings"",""options"":[{""name"":""All you can eat"",""enabled"":true},{""name"":""Coffee"",""enabled"":true},{""name"":""Halal food"",""enabled"":true},{""name"":""Happy-hour food"",""enabled"":true},{""name"":""Late-night food"",""enabled"":true},{""name"":""Organic dishes"",""enabled"":true},{""name"":""Quick bite"",""enabled"":true},{""name"":""Salad bar"",""enabled"":true},{""name"":""Small plates"",""enabled"":true},{""name"":""Vegan options"",""enabled"":true},{""name"":""Vegetarian options"",""enabled"":true}]},{""id"":""dining_options"",""name"":""Dining options"",""options"":[{""name"":""Breakfast"",""enabled"":true},{""name"":""Brunch"",""enabled"":true},{""name"":""Lunch"",""enabled"":true},{""name"":""Dinner"",""enabled"":true},{""name"":""Catering"",""enabled"":true},{""name"":""Dessert"",""enabled"":true},{""name"":""Seating"",""enabled"":true},{""name"":""Table service"",""enabled"":true}]},{""id"":""amenities"",""name"":""Amenities"",""options"":[{""name"":""Toilet"",""enabled"":true}]},{""id"":""atmosphere"",""name"":""Atmosphere"",""options"":[{""name"":""Casual"",""enabled"":true},{""name"":""Cosy"",""enabled"":true},{""name"":""Trendy"",""enabled"":true},{""name"":""Upmarket"",""enabled"":true}]},{""id"":""crowd"",""name"":""Crowd"",""options"":[{""name"":""Groups"",""enabled"":true},{""name"":""University students"",""enabled"":true}]},{""id"":""planning"",""name"":""Planning"",""options"":[{""name"":""Brunch reservations recommended"",""enabled"":true},{""name"":""Lunch reservations recommended"",""enabled"":true},{""name"":""Reservations required"",""enabled"":true},{""name"":""Dinner reservations recommended"",""enabled"":true},{""name"":""Accepts reservations"",""enabled"":true}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""Cash only"",""enabled"":true}]},{""id"":""children"",""name"":""Children"",""options"":[{""name"":""Good for kids"",""enabled"":true},{""name"":""Good for kids birthday"",""enabled"":true},{""name"":""Kids' menu"",""enabled"":true}]},{""id"":""parking"",""name"":""Parking"",""options"":[{""name"":""Free of charge street parking"",""enabled"":true}]}]",[],null,
356b8e1a-fc8f-4ca4-bc1a-5d35dedb9329,https://www.google.com/maps/place/Deja+vu+restaurant+bbq+%26+grill/data=!4m7!3m6!1s0x3eb339329a996ffd:0x516f914f2941c833!8m2!3d24.9258359!4d67.1226152!16s%2Fg%2F11rqkyj2bt!19sChIJ_W-ZmjI5sz4RM8hBKU-Rb1E?authuser=0&hl=en&rclk=1,Deja vu restaurant bbq & grill,Family restaurant,"Plot # B-54/13 Gulistan-e-johar Karachi block 1 sector 36, Karachi, 75290","{""Friday"":[""12 pm-5:30 am""],""Monday"":[""12 pm-5 am""],""Saturday"":[""12 pm-5 am""],""Sunday"":[""12 pm-5 am""],""Thursday"":[""12 pm-5 am""],""Tuesday"":[""12 pm-5 am""],""Wednesday"":[""12 pm-5 am""]}","{""Friday"":{""0"":61,""1"":48,""10"":0,""11"":0,""12"":8,""13"":7,""14"":8,""15"":9,""16"":13,""17"":18,""18"":21,""19"":28,""2"":34,""20"":37,""21"":53,""22"":66,""23"":74,""3"":23,""4"":18,""5"":9,""6"":0,""7"":0,""8"":0,""9"":0},""Monday"":{""0"":43,""1"":30,""10"":0,""11"":0,""12"":8,""13"":12,""14"":16,""15"":13,""16"":16,""17"":20,""18"":26,""19"":30,""2"":22,""20"":37,""21"":48,""22"":59,""23"":59,""3"":16,""4"":8,""6"":0,""7"":0,""8"":0,""9"":0},""Saturday"":{""0"":80,""1"":61,""10"":0,""11"":0,""12"":6,""13"":9,""14"":11,""15"":16,""16"":18,""17"":22,""18"":24,""19"":30,""2"":45,""20"":41,""21"":64,""22"":89,""23"":100,""3"":32,""4"":21,""6"":0,""7"":0,""8"":0,""9"":0},""Sunday"":{""0"":73,""1"":51,""10"":0,""11"":0,""12"":4,""13"":4,""14"":7,""15"":10,""16"":14,""17"":18,""18"":23,""19"":34,""2"":33,""20"":52,""21"":77,""22"":95,""23"":100,""3"":25,""4"":11,""6"":0,""7"":0,""8"":0,""9"":0},""Thursday"":{""0"":50,""1"":38,""10"":0,""11"":0,""12"":8,""13"":13,""14"":17,""15"":17,""16"":19,""17"":22,""18"":29,""19"":33,""2"":27,""20"":38,""21"":49,""22"":60,""23"":64,""3"":19,""4"":13,""6"":0,""7"":0,""8"":0,""9"":0},""Tuesday"":{""0"":47,""1"":36,""10"":0,""11"":0,""12"":11,""13"":17,""14"":22,""15"":17,""16"":18,""17"":21,""18"":27,""19"":30,""2"":22,""20"":34,""21"":44,""22"":52,""23"":59,""3"":14,""4"":8,""6"":0,""7"":0,""8"":0,""9"":0},""Wednesday"":{""0"":44,""1"":33,""10"":0,""11"":0,""12"":7,""13"":12,""14"":15,""15"":14,""16"":16,""17"":20,""18"":27,""19"":31,""2"":22,""20"":36,""21"":44,""22"":52,""23"":57,""3"":14,""4"":12,""6"":0,""7"":0,""8"":0,""9"":0}}",,0325 9111555,"W4GF+82 Gulistan-e-Johar, Karachi",716,4.100000,"{""1"":57,""2"":31,""3"":89,""4"":157,""5"":382}",24.925836,67.122615,5868068608667666483,,,,https://lh3.googleusercontent.com/p/AF1QipMzYAgjMXHR2-LY8gUCaSo3033kj_9oXG6Hxnua=w426-h240-k-no,Asia/Karachi,"Rs 1,000–2,000",0x3eb339329a996ffd:0x516f914f2941c833,"[{""title"":""All"",""image"":""https://lh3.googleusercontent.com/p/AF1QipMzYAgjMXHR2-LY8gUCaSo3033kj_9oXG6Hxnua=w529-h298-k-no""},{""title"":""Menu"",""image"":""https://lh3.googleusercontent.com/p/AF1QipNjEJJ-oz9yp_PW6XyLCA9YdLzqxqfSt676HnDs=w224-h298-k-no""},{""title"":""Videos"",""image"":""https://lh3.googleusercontent.com/p/AF1QipOl0mP237byO7AvxcetXE1ALiouT1vs_YGwN8Xs=w224-h398-k-no""},{""title"":""Food \u0026 drink"",""image"":""https://lh3.googleusercontent.com/p/AF1QipMb0I2nU_yQTQnOsHWokw10iLB3r-_HiIPxVV4K=w224-h298-k-no""},{""title"":""Vibe"",""image"":""https://lh3.googleusercontent.com/p/AF1QipPWFq9-IVc-Klt18ls2AVHeWJI1FYPzMHPKyqPa=w224-h398-k-no""},{""title"":""Midori"",""image"":""https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyiBDwxLeXPN7X3EHnJ_Gs296uXAIhIFyHEz7YYGf04WkiLYrl6KYeuFxZJ36Pu7NHVEDBIPJMwDCYNQrKlgTOq8z2AMdCDQGWE9zy2IwCvjDsDzxRo_2zYXcnLTz8JLK7oZiyFyCHB-wTC=w224-h398-k-no""},{""title"":""Chicken sandwich"",""image"":""https://lh3.googleusercontent.com/p/AF1QipPU6-B1LP0FI-TwD9OFkPDU-eDzVlPTbzhUH0bv=w653-h298-k-no""},{""title"":""By owner"",""image"":""https://lh3.googleusercontent.com/p/AF1QipM34FheRhdVdXhNfoMQPvak389PhUza3waonyjz=w224-h398-k-no""}]",null,null,"{""link"":"""",""source"":""""}","{""id"":""115590108484952652992"",""name"":""Deja vu restaurant bbq \u0026 grill (Owner)"",""link"":""https://www.google.com/maps/contrib/115590108484952652992""}","{""borough"":""Block 1 Gulistan-e-Johar"",""street"":""Plot # B-54/13 Gulistan-e-johar Karachi block 1 sector 36"",""city"":""Karachi"",""postal_code"":""75290"",""state"":"""",""country"":""PK""}","[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Outdoor seating"",""enabled"":true},{""name"":""Delivery"",""enabled"":true},{""name"":""Drive-through"",""enabled"":true},{""name"":""Takeaway"",""enabled"":true},{""name"":""Dine-in"",""enabled"":true}]},{""id"":""highlights"",""name"":""Highlights"",""options"":[{""name"":""Great coffee"",""enabled"":true},{""name"":""Great dessert"",""enabled"":true},{""name"":""Great tea selection"",""enabled"":true},{""name"":""Rooftop seating"",""enabled"":true},{""name"":""Sport"",""enabled"":true}]},{""id"":""popular_for"",""name"":""Popular for"",""options"":[{""name"":""Lunch"",""enabled"":true},{""name"":""Dinner"",""enabled"":true},{""name"":""Solo dining"",""enabled"":true}]},{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible seating"",""enabled"":true},{""name"":""Wheelchair-accessible toilet"",""enabled"":true}]},{""id"":""offerings"",""name"":""Offerings"",""options"":[{""name"":""Coffee"",""enabled"":true},{""name"":""Halal food"",""enabled"":true},{""name"":""Happy-hour food"",""enabled"":true},{""name"":""Late-night food"",""enabled"":true},{""name"":""Private dining room"",""enabled"":true},{""name"":""Quick bite"",""enabled"":true},{""name"":""Small plates"",""enabled"":true},{""name"":""Vegan options"",""enabled"":true},{""name"":""Vegetarian options"",""enabled"":true}]},{""id"":""dining_options"",""name"":""Dining options"",""options"":[{""name"":""Brunch"",""enabled"":true},{""name"":""Lunch"",""enabled"":true},{""name"":""Dinner"",""enabled"":true},{""name"":""Dessert"",""enabled"":true},{""name"":""Seating"",""enabled"":true},{""name"":""Table service"",""enabled"":true}]},{""id"":""amenities"",""name"":""Amenities"",""options"":[{""name"":""Toilet"",""enabled"":true}]},{""id"":""atmosphere"",""name"":""Atmosphere"",""options"":[{""name"":""Casual"",""enabled"":true},{""name"":""Cosy"",""enabled"":true},{""name"":""Romantic"",""enabled"":true},{""name"":""Trendy"",""enabled"":true},{""name"":""Upmarket"",""enabled"":true}]},{""id"":""crowd"",""name"":""Crowd"",""options"":[{""name"":""Family friendly"",""enabled"":true},{""name"":""Groups"",""enabled"":true},{""name"":""Tourists"",""enabled"":true},{""name"":""University students"",""enabled"":true}]},{""id"":""planning"",""name"":""Planning"",""options"":[{""name"":""Brunch reservations recommended"",""enabled"":true},{""name"":""Lunch reservations recommended"",""enabled"":true},{""name"":""Dinner reservations recommended"",""enabled"":true},{""name"":""Accepts reservations"",""enabled"":true}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""Credit cards"",""enabled"":true},{""name"":""Debit cards"",""enabled"":true},{""name"":""NFC mobile payments"",""enabled"":true}]},{""id"":""children"",""name"":""Children"",""options"":[{""name"":""Good for kids"",""enabled"":true},{""name"":""Good for kids birthday"",""enabled"":true},{""name"":""High chairs"",""enabled"":true},{""name"":""Kids' menu"",""enabled"":true}]},{""id"":""parking"",""name"":""Parking"",""options"":[{""name"":""Free of charge street parking"",""enabled"":true},{""name"":""Free parking lot"",""enabled"":true},{""name"":""Parking"",""enabled"":false}]}]",[],null,
